;Bezeichnung;Executed-Ist;Kostenart;Plan;Planentwurf;Produktbereich;Profitcenter;Sign;Year
236;Bundeselterng/ElternzeitG/Betreuungsg.;-113895.671875;577889521;0.0;0.0;06 Kinder, Jugend und Familie;151000608;minus;2008
237;PB08 Sportförderung;102335.953125;716966205;0.0;0.0;08 Sportförderung;152000800;plus;2008
238;PB08 Sportförderung;-102335.953125;716966205;0.0;0.0;08 Sportförderung;152000800;minus;2008
239;Bereitstellung u. Betrieb v.Sportanlagen;-550036.6875;117297959;0.0;0.0;08 Sportförderung;152000801;minus;2008
240;Bereitstellung u. Betrieb v.Sportanlagen;5610187.5;-589545798;0.0;0.0;08 Sportförderung;152000801;plus;2008
241;Sportförderung;1445649.875;2079572867;0.0;0.0;08 Sportförderung;152000802;plus;2008
242;Sportförderung;-34262.140625;10045746;0.0;0.0;08 Sportförderung;152000802;minus;2008
243;Bereitstellung und Betrieb von Bädern;9611879.0;-1109561774;0.0;0.0;08 Sportförderung;152000803;plus;2008
244;Bereitstellung und Betrieb von Bädern;-3744065.0;54298665;0.0;0.0;08 Sportförderung;152000803;minus;2008
245;PB07 Gesundheitsdienste;-285073.59375;-287479349;0.0;0.0;07 Gesundheitsdienste;153000700;minus;2008
246;PB07 Gesundheitsdienste;285073.59375;-287479349;0.0;0.0;07 Gesundheitsdienste;153000700;plus;2008
247;Gesundheitsförderung;-152686.90625;12379868;0.0;0.0;07 Gesundheitsdienste;153000701;minus;2008
248;Gesundheitsförderung;1986458.5;-155620819;0.0;0.0;07 Gesundheitsdienste;153000701;plus;2008
249;Gutachten und Stellungnahmen;-468535.875;393361378;0.0;0.0;07 Gesundheitsdienste;153000702;minus;2008
250;Gutachten und Stellungnahmen;1402605.125;21363917;0.0;0.0;07 Gesundheitsdienste;153000702;plus;2008
251;Gesundheitshilfe;723338.5;-259141829;0.0;0.0;07 Gesundheitsdienste;153000703;plus;2008
252;Gesundheitshilfe;-18004.6308594;104351781;0.0;0.0;07 Gesundheitsdienste;153000703;minus;2008
253;Gesundheitsschutz;1977895.5;-253000358;0.0;0.0;07 Gesundheitsdienste;153000704;plus;2008
254;Gesundheitsschutz;-258946.65625;580415181;0.0;0.0;07 Gesundheitsdienste;153000704;minus;2008
255;Stiftung Bernhard Oebeke;1419.41003418;2155330;0.0;0.0;17 Stiftungen;153001701;plus;2008
256;Stiftung Bernhard Oebeke;-1419.41003418;6028700;0.0;0.0;17 Stiftungen;153001701;minus;2008
257;Produktbereichsübergreifend;-41684.140625;1468070188;0.0;0.0;00;156000000;minus;2008
258;Produktbereichsübergreifend;41684.140625;1468070188;0.0;0.0;00;156000000;plus;2008
259;Lebensmittelüberw./Veterinärd.;-987981.5625;112937658;0.0;0.0;02 Sicherheit und Ordnung;156000208;minus;2008
260;Lebensmittelüberw./Veterinärd.;2840972.25;-207888380;0.0;0.0;02 Sicherheit und Ordnung;156000208;plus;2008
261;Natur und Landschaft;548024.0625;1445285825;0.0;0.0;13 Natur- und Landschaftspflege;156001307;plus;2008
262;Natur und Landschaft;-67535.9375;114654638;0.0;0.0;13 Natur- und Landschaftspflege;156001307;minus;2008
263;Umweltschutz;-269015.75;681208515;0.0;0.0;14 Umweltschutz;156001401;minus;2008
264;Umweltschutz;2718562.0;-324878446;0.0;0.0;14 Umweltschutz;156001401;plus;2008
265;Immissionsschutzverfahren;-209264.96875;383444871;0.0;0.0;14 Umweltschutz;156001402;minus;2008
266;Immissionsschutzverfahren;291769.5625;1151480761;0.0;0.0;14 Umweltschutz;156001402;plus;2008
267;Produktbereichsübergreifend;111331.289062;1374070165;0.0;0.0;00;161000000;plus;2008
268;Produktbereichsübergreifend;-200210.90625;1468070165;0.0;0.0;00;161000000;minus;2008
269;Statistik;-16050.2001953;8853255;0.0;0.0;02 Sicherheit und Ordnung;161000215;minus;2008
270;Statistik;282839.375;-1551066163;0.0;0.0;02 Sicherheit und Ordnung;161000215;plus;2008
271;Stadt- und Raumplanung;-291533.84375;11941085;0.0;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;161000901;minus;2008
272;Stadt- und Raumplanung;2396622.0;-1425478358;0.0;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;161000901;plus;2008
273;Maßnahmen des bes. Städtebaurechts;-4290390.5;11195815;0.0;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;161000902;minus;2008
274;Maßnahmen des bes. Städtebaurechts;4779242.5;1628425783;0.0;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;161000902;plus;2008
275;Denkmalschutz und Denkmalpflege;-236743.515625;11783855;0.0;0.0;10 Bauen und Wohnen;161001003;minus;2008
276;Denkmalschutz und Denkmalpflege;582254.75;-1453306660;0.0;0.0;10 Bauen und Wohnen;161001003;plus;2008
277;Verkehrsplanung;-3745133.75;196388191;0.0;0.0;12 Verkehrsflächen und -anlagen, ÖPNV;161001207;minus;2008
278;Verkehrsplanung;2061810.375;1731308700;0.0;0.0;12 Verkehrsflächen und -anlagen, ÖPNV;161001207;plus;2008
279;PB09 Räuml.Planung,Entw.,Geoinformation;-321800.28125;-100896960;0.0;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;162000900;minus;2008
280;PB09 Räuml.Planung,Entw.,Geoinformation;175731.21875;-194896960;0.0;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;162000900;plus;2008
281;Ortsbaurecht;1754449.5;-694066834;0.0;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;162000906;plus;2008
282;Ortsbaurecht;-109391.78125;387632507;0.0;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;162000906;minus;2008
283;Liegenschaftskataster, Geodaten;-902568.3125;1057785490;0.0;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;162000907;minus;2008
284;Liegenschaftskataster, Geodaten;5102265.0;99824212;0.0;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;162000907;plus;2008
285;Grundstücksneuordnung;918258.25;-694726164;0.0;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;162000908;plus;2008
286;Grundstücksneuordnung;-489906.78125;764429107;0.0;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;162000908;minus;2008
287;Grundstückswertermittlung;1494162.625;-781267127;0.0;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;162000909;plus;2008
288;Grundstückswertermittlung;-144443.125;482319190;0.0;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;162000909;minus;2008
289;Produktbereichsübergreifend;190541.046875;1374069031;0.0;0.0;00;163000000;plus;2008
290;Produktbereichsübergreifend;-241365.671875;1844069031;0.0;0.0;00;163000000;minus;2008
291;Finanzierung von Erschließungsmaßnahmen;1510668.125;-1264541080;0.0;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;163000904;plus;2008
292;Finanzierung von Erschließungsmaßnahmen;-190712.21875;113669268;0.0;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;163000904;minus;2008
293;Maßnahmen der Bauaufsicht;3862598.25;-1073016505;0.0;0.0;10 Bauen und Wohnen;163001001;plus;2008
294;Maßnahmen der Bauaufsicht;-2893076.5;110625068;0.0;0.0;10 Bauen und Wohnen;163001001;minus;2008
295;Produktbereichsübergreifend;-728316.6875;-288896986;0.0;0.0;00;166000000;minus;2008
296;Produktbereichsübergreifend;565400.0625;-382896986;0.0;0.0;00;166000000;plus;2008
297;Bauhof, Servicebereich und Brunnen;420856.875;-434170116;0.0;0.0;01 Innere Verwaltung;166000112;plus;2008
298;Bauhof, Servicebereich und Brunnen;-50177.9296875;109546220;0.0;0.0;01 Innere Verwaltung;166000112;minus;2008
299;Entwässerung und Abwasserbeseitigung;-82830064.0;619389772;0.0;0.0;11 Ver- und Entsorgung;166001103;minus;2008
300;Entwässerung und Abwasserbeseitigung;48740744.0;-25700123;0.0;0.0;11 Ver- und Entsorgung;166001103;plus;2008
301;Gemeindestraßen;53673572.0;94995908;0.0;0.0;12 Verkehrsflächen und -anlagen, ÖPNV;166001201;plus;2008
302;Gemeindestraßen;-16970168.0;158840405;0.0;0.0;12 Verkehrsflächen und -anlagen, ÖPNV;166001201;minus;2008
303;Kreisstraßen;2126470.25;55068213;0.0;0.0;12 Verkehrsflächen und -anlagen, ÖPNV;166001202;plus;2008
304;Kreisstraßen;-717315.125;142178879;0.0;0.0;12 Verkehrsflächen und -anlagen, ÖPNV;166001202;minus;2008
305;Landesstraßen;-986425.9375;141846292;0.0;0.0;12 Verkehrsflächen und -anlagen, ÖPNV;166001203;minus;2008
306;Landesstraßen;2432149.75;57279960;0.0;0.0;12 Verkehrsflächen und -anlagen, ÖPNV;166001203;plus;2008
307;Bundesstraßen;-4268546.0;147662202;0.0;0.0;12 Verkehrsflächen und -anlagen, ÖPNV;166001204;minus;2008
308;Bundesstraßen;8423213.0;80888674;0.0;0.0;12 Verkehrsflächen und -anlagen, ÖPNV;166001204;plus;2008
309;Parkeinrichtungen;-2042702.25;114303760;0.0;0.0;12 Verkehrsflächen und -anlagen, ÖPNV;166001205;minus;2008
310;Parkeinrichtungen;82248.34375;-631385782;0.0;0.0;12 Verkehrsflächen und -anlagen, ÖPNV;166001205;plus;2008
311;ÖPNV;-395890.46875;108139368;0.0;0.0;12 Verkehrsflächen und -anlagen, ÖPNV;166001206;minus;2008
312;ÖPNV;1912943.25;-740776718;0.0;0.0;12 Verkehrsflächen und -anlagen, ÖPNV;166001206;plus;2008
313;Hochwasserschutz und Gewässer;3192800.0;1974074721;0.0;0.0;13 Natur- und Landschaftspflege;166001308;plus;2008
314;Hochwasserschutz und Gewässer;-1020622.5;26407380;0.0;0.0;13 Natur- und Landschaftspflege;166001308;minus;2008
315;PB13 Natur- und Landschaftspflege;515304.8125;58069603;0.0;0.0;13 Natur- und Landschaftspflege;168001300;plus;2008
316;PB13 Natur- und Landschaftspflege;-531020.9375;152069603;0.0;0.0;13 Natur- und Landschaftspflege;168001300;minus;2008
317;Öffentliches Grün;-5862831.5;1346947373;0.0;0.0;13 Natur- und Landschaftspflege;168001301;minus;2008
318;Öffentliches Grün;14282650.0;-1107747204;0.0;0.0;13 Natur- und Landschaftspflege;168001301;plus;2008
319;Forstwirtschaft;-202616.703125;220450000;0.0;0.0;13 Natur- und Landschaftspflege;168001302;minus;2008
320;Forstwirtschaft;1213486.0;-1338199574;0.0;0.0;13 Natur- und Landschaftspflege;168001302;plus;2008
321;Friedhöfe;-7605576.5;224577349;0.0;0.0;13 Natur- und Landschaftspflege;168001303;minus;2008
322;Friedhöfe;7865330.5;-1127156417;0.0;0.0;13 Natur- und Landschaftspflege;168001303;plus;2008
323;Stiftung Fritz Kirstein;-6860.85009766;3701090;0.0;0.0;17 Stiftungen;168001719;minus;2008
324;Stiftung Fritz Kirstein;6860.85009766;1547790;0.0;0.0;17 Stiftungen;168001719;plus;2008
325;Produktbereichsübergreifend;-177302.796875;-1792897288;0.0;0.0;00;170000000;minus;2008
326;Produktbereichsübergreifend;135177.15625;-1980897288;0.0;0.0;00;170000000;plus;2008
327;Kfz- und Gerätemanagement;8152503.5;-45151335;0.0;0.0;01 Innere Verwaltung;170000111;plus;2008
328;Kfz- und Gerätemanagement;-7720191.5;-1349935554;0.0;0.0;01 Innere Verwaltung;170000111;minus;2008
329;Abfallwirtschaft;43986040.0;422434570;0.0;0.0;11 Ver- und Entsorgung;170001102;plus;2008
330;Abfallwirtschaft;-45633028.0;1168550043;0.0;0.0;11 Ver- und Entsorgung;170001102;minus;2008
331;Straßenreinigung und Winterdienst;9182813.0;100286381;0.0;0.0;12 Verkehrsflächen und -anlagen, ÖPNV;170001208;plus;2008
332;Straßenreinigung und Winterdienst;-8324940.0;1522043447;0.0;0.0;12 Verkehrsflächen und -anlagen, ÖPNV;170001208;minus;2008
333;Koordination Integration;307706.3125;-1434624635;0.0;0.0;01 Innere Verwaltung;190000104;plus;2008
334;Koordination Integration;-52229.8007812;3670042;0.0;0.0;01 Innere Verwaltung;190000104;minus;2008
335;Veranstaltungskoordination;470680.78125;104259692;0.0;0.0;15 Wirtschaft und Tourismus;190001504;plus;2008
336;Veranstaltungskoordination;-44860.6210938;7390455;0.0;0.0;15 Wirtschaft und Tourismus;190001504;minus;2008
337;Wissenschaft;-25172.3203125;5776565;0.0;0.0;04 Kultur und Wissenschaft;190400412;minus;2008
338;Wissenschaft;273636.84375;-346322621;0.0;0.0;04 Kultur und Wissenschaft;190400412;plus;2008
339;Koordination Stadtentwicklung;233882.328125;950929009;0.0;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;190600903;plus;2008
340;Koordination Stadtentwicklung;-15872.4101562;5362365;0.0;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;190600903;minus;2008
341;Produktbereichsübergreifend;11981.7099609;104859802;0.0;0.0;00;100000000;plus;2009
342;Produktbereichsübergreifend;-11981.7099609;848831210;0.0;0.0;00;100000000;minus;2009
343;PB01 Innere Verwaltung;-30138404.0;476590829;0.0;0.0;01 Innere Verwaltung;100000100;minus;2009
344;PB01 Innere Verwaltung;30138402.0;608082135;0.0;0.0;01 Innere Verwaltung;100000100;plus;2009
345;Int. Profil und Zielgruppenservice;-1131765.125;297717881;0.0;0.0;01 Innere Verwaltung;101000102;minus;2009
346;Int. Profil und Zielgruppenservice;2537948.75;-1393133510;0.0;0.0;01 Innere Verwaltung;101000102;plus;2009
347;Verwaltungsführung;-1027132.6875;154953487;0.0;0.0;01 Innere Verwaltung;102000103;minus;2009
348;Verwaltungsführung;4617057.5;146242441;0.0;0.0;01 Innere Verwaltung;102000103;plus;2009
349;PB15 Wirtschaft und Tourismus;-218729.328125;1750070114;0.0;0.0;15 Wirtschaft und Tourismus;103001500;minus;2009
350;PB15 Wirtschaft und Tourismus;218729.328125;1750070114;0.0;0.0;15 Wirtschaft und Tourismus;103001500;plus;2009
351;Wirtschaftsförderung;-538256.5625;392398644;0.0;0.0;15 Wirtschaft und Tourismus;103001501;minus;2009
352;Wirtschaftsförderung;2439516.0;-54805603;0.0;0.0;15 Wirtschaft und Tourismus;103001501;plus;2009
353;Tourismus;-370976.4375;214841698;0.0;0.0;15 Wirtschaft und Tourismus;103001502;minus;2009
354;Tourismus;2128852.5;125027618;0.0;0.0;15 Wirtschaft und Tourismus;103001502;plus;2009
355;Beethovenhalle (BgA);-1318379.5;208494494;0.0;0.0;15 Wirtschaft und Tourismus;103001503;minus;2009
356;Beethovenhalle (BgA);2577173.25;-107167251;0.0;0.0;15 Wirtschaft und Tourismus;103001503;plus;2009
357;Gleichstellung von Frau und Mann;-177493.46875;1316000028;0.0;0.0;01 Innere Verwaltung;104000105;minus;2009
358;Gleichstellung von Frau und Mann;217061.6875;-270681510;0.0;0.0;01 Innere Verwaltung;104000105;plus;2009
359;PB01 Innere Verwaltung;-160330.53125;-1351931383;0.0;0.0;01 Innere Verwaltung;110000100;minus;2009
360;PB01 Innere Verwaltung;86641.8828125;-1351931383;0.0;0.0;01 Innere Verwaltung;110000100;plus;2009
361;Politische Gremien;-10422.1396484;3425062;0.0;0.0;01 Innere Verwaltung;110000101;minus;2009
362;Politische Gremien;6451763.0;-785698634;0.0;0.0;01 Innere Verwaltung;110000101;plus;2009
363;Beschäftigtenvertretung;-869674.375;1318883969;0.0;0.0;01 Innere Verwaltung;110000106;minus;2009
364;Beschäftigtenvertretung;861814.5;596381726;0.0;0.0;01 Innere Verwaltung;110000106;plus;2009
365;Zentrale Dienste;-4172195.0;-1223239501;0.0;0.0;01 Innere Verwaltung;110000109;minus;2009
366;Zentrale Dienste;7933854.0;1587155401;0.0;0.0;01 Innere Verwaltung;110000109;plus;2009
367;Personalmanagement;-37066368.0;720606938;0.0;0.0;01 Innere Verwaltung;110000117;minus;2009
368;Personalmanagement;42345108.0;-2065053701;0.0;0.0;01 Innere Verwaltung;110000117;plus;2009
369;Verwaltungsorganisation;-622367.0625;1318883969;0.0;0.0;01 Innere Verwaltung;110000125;minus;2009
370;Verwaltungsorganisation;620599.0625;575234122;0.0;0.0;01 Innere Verwaltung;110000125;plus;2009
371;IT-Betrieb;-1236821.625;1237273179;0.0;0.0;01 Innere Verwaltung;110200126;minus;2009
372;IT-Betrieb;8825111.0;-1063846826;0.0;0.0;01 Innere Verwaltung;110200126;plus;2009
373;Bezirksverwaltungsstelle Bonn;1218157.75;1073629884;0.0;0.0;01 Innere Verwaltung;110660130;plus;2009
374;Bezirksverwaltungsstelle Bonn;-308585.875;1229238942;0.0;0.0;01 Innere Verwaltung;110660130;minus;2009
375;Bezirksverwaltungsstelle Bad Godesberg;805658.75;-1310987770;0.0;0.0;01 Innere Verwaltung;110770131;plus;2009
376;Bezirksverwaltungsstelle Bad Godesberg;-227413.921875;1233830752;0.0;0.0;01 Innere Verwaltung;110770131;minus;2009
377;Bezirksverwaltungsstelle Beuel;-290569.5;1335130015;0.0;0.0;01 Innere Verwaltung;110880132;minus;2009
378;Bezirksverwaltungsstelle Beuel;805246.8125;-4814275;0.0;0.0;01 Innere Verwaltung;110880132;plus;2009
379;Bezirksverwaltungsstelle Hardtberg;-293169.09375;1236967882;0.0;0.0;01 Innere Verwaltung;110990133;minus;2009
380;Bezirksverwaltungsstelle Hardtberg;701823.625;-1235571432;0.0;0.0;01 Innere Verwaltung;110990133;plus;2009
381;Presse- und Öffentlichkeitsarbeit;-331032.78125;386088665;0.0;0.0;01 Innere Verwaltung;113000114;minus;2009
382;Presse- und Öffentlichkeitsarbeit;2902367.5;711453781;0.0;0.0;01 Innere Verwaltung;113000114;plus;2009
383;Rechnungsprüfung;-2353704.75;-902673808;0.0;0.0;01 Innere Verwaltung;114000107;minus;2009
384;Rechnungsprüfung;2321687.75;1715805611;0.0;0.0;01 Innere Verwaltung;114000107;plus;2009
385;Finanzmanagement;3493861.75;1649663305;0.0;0.0;01 Innere Verwaltung;120000120;plus;2009
386;Finanzmanagement;-1268896.0;1324875576;0.0;0.0;01 Innere Verwaltung;120000120;minus;2009
387;Kongresszentrum;-2533311.5;8557752;0.0;0.0;15 Wirtschaft und Tourismus;120001505;minus;2009
388;Kongresszentrum;4199544.5;-211653086;0.0;0.0;15 Wirtschaft und Tourismus;120001505;plus;2009
389;Allgemeine Zuweisungen/Umlagen/Abgaben;-292256704.0;16349100;0.0;0.0;16 Allgemeine Finanzwirtschaft;120001605;minus;2009
390;Allgemeine Zuweisungen/Umlagen/Abgaben;73072552.0;11596620;0.0;0.0;16 Allgemeine Finanzwirtschaft;120001605;plus;2009
391;Gebäudemanagement (SGB);-73138488.0;7466092;0.0;0.0;01 Innere Verwaltung;120100129;minus;2009
392;Gebäudemanagement (SGB);113364672.0;7879403;0.0;0.0;01 Innere Verwaltung;120100129;plus;2009
393;Kreditwirtschaft;-3973268.5;102567833;0.0;0.0;16 Allgemeine Finanzwirtschaft;120101601;minus;2009
394;Kreditwirtschaft;30840028.0;23726100;0.0;0.0;16 Allgemeine Finanzwirtschaft;120101601;plus;2009
395;Anlage von Finanzmitteln;-74142.9921875;1901000;0.0;0.0;16 Allgemeine Finanzwirtschaft;120101602;minus;2009
396;Anlage von Finanzmitteln;74142.984375;1445900;0.0;0.0;16 Allgemeine Finanzwirtschaft;120101602;plus;2009
397;Liquiditätsmanagement;11408584.0;15445800;0.0;0.0;16 Allgemeine Finanzwirtschaft;120101603;plus;2009
398;Liquiditätsmanagement;-4051144.5;10708100;0.0;0.0;16 Allgemeine Finanzwirtschaft;120101603;minus;2009
399;Forderungsverwaltung;594217.5625;2228000;0.0;0.0;16 Allgemeine Finanzwirtschaft;120101604;plus;2009
400;Forderungsverwaltung;-66465.0078125;5994400;0.0;0.0;16 Allgemeine Finanzwirtschaft;120101604;minus;2009
401;Wohnraumversorgung durch Unternehmen;-419694.4375;465100;0.0;0.0;10 Bauen und Wohnen;120201006;minus;2009
402;Anteile an Unternehmen;-399313.8125;2741000;0.0;0.0;15 Wirtschaft und Tourismus;120201510;minus;2009
403;Anteile an Unternehmen;8084121.5;2649100;0.0;0.0;15 Wirtschaft und Tourismus;120201510;plus;2009
404;PB01 Innere Verwaltung;39263.4492188;340069132;0.0;0.0;01 Innere Verwaltung;121000100;plus;2009
405;PB01 Innere Verwaltung;-39263.4492188;340069132;0.0;0.0;01 Innere Verwaltung;121000100;minus;2009
406;Finanzbuchhaltung;4704611.5;2022018203;0.0;0.0;01 Innere Verwaltung;121000121;plus;2009
407;Finanzbuchhaltung;-5206941.0;-1826385384;0.0;0.0;01 Innere Verwaltung;121000121;minus;2009
408;Verw. von Steuern und Benutzungsgebühren;-1258149.75;-2015210518;0.0;0.0;01 Innere Verwaltung;121000122;minus;2009
409;Verw. von Steuern und Benutzungsgebühren;2285375.75;1729159728;0.0;0.0;01 Innere Verwaltung;121000122;plus;2009
410;Steuern;45433656.0;25621075;0.0;0.0;16 Allgemeine Finanzwirtschaft;121201606;plus;2009
411;Steuern;-413758688.0;29453510;0.0;0.0;16 Allgemeine Finanzwirtschaft;121201606;minus;2009
412;Produktbereichsübergreifend;43990.921875;1656070200;0.0;0.0;00;123000000;plus;2009
413;Produktbereichsübergreifend;-91468.2109375;1938070200;0.0;0.0;00;123000000;minus;2009
414;Zentrale Vergabedienstleistungen;757853.4375;2085794700;0.0;0.0;01 Innere Verwaltung;123000110;plus;2009
415;Zentrale Vergabedienstleistungen;-22506.0195312;2883932;0.0;0.0;01 Innere Verwaltung;123000110;minus;2009
416;Liegenschaftsmanagement;9174959.0;241133400;0.0;0.0;01 Innere Verwaltung;123000128;plus;2009
417;Liegenschaftsmanagement;-13876722.0;437557984;0.0;0.0;01 Innere Verwaltung;123000128;minus;2009
418;Straßenrecht und Wettbewerbe;180682.3125;1989087035;0.0;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;123000905;plus;2009
419;Straßenrecht und Wettbewerbe;-7750.77001953;3922132;0.0;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;123000905;minus;2009
420;Wohnungsbauförderung;758025.625;1990430759;0.0;0.0;10 Bauen und Wohnen;123001004;plus;2009
421;Wohnungsbauförderung;-132036.40625;7702132;0.0;0.0;10 Bauen und Wohnen;123001004;minus;2009
422;Stiftung Julius Barthels;-133772.578125;4257800;0.0;0.0;17 Stiftungen;123001718;minus;2009
423;Stiftung Julius Barthels;133772.578125;3606010;0.0;0.0;17 Stiftungen;123001718;plus;2009
424;Produktbereichsübergreifend;31127.8203125;1186070062;0.0;0.0;00;130000000;plus;2009
425;Produktbereichsübergreifend;-31127.8203125;1186070062;0.0;0.0;00;130000000;minus;2009
426;Recht;-3978407.0;-1175117129;0.0;0.0;01 Innere Verwaltung;130000127;minus;2009
427;Recht;3859553.5;-2086301377;0.0;0.0;01 Innere Verwaltung;130000127;plus;2009
428;Sozialversicherungsangelegenheiten;-285.690002441;96883935;0.0;0.0;05 Soziale Leistungen;130000512;minus;2009
429;Sozialversicherungsangelegenheiten;68225.0703125;1137156072;0.0;0.0;05 Soziale Leistungen;130000512;plus;2009
